order_id,customer_id,order_date,sales_channel,region,order_status
O006159,C00815,2024-04-26,Marketplace,Northeast,Completed
O006160,C00517,2024-09-07,Retail Store,West,Completed
O006161,C00126,2023-04-09,Marketplace,West,Completed
O006162,C01083,2025-10-03,Mobile App,West,Completed
O006163,C00941,2023-03-22,Mobile App,Northeast,Completed
O006164,C01272,2024-06-10,Online,West,Completed
O006165,C00707,2025-07-23,Marketplace,Northeast,Completed
O006166,C01105,2025-05-27,Retail Store,Midwest,Completed
O006167,C01499,2023-02-13,Mobile App,South,Completed
O006168,C01002,2024-10-17,Online,Midwest,Completed
O006169,C01084,2024-03-21,Retail Store,West,Completed
O006170,C00445,2024-10-06,Online,South,Completed
O006171,C00542,2024-03-14,Mobile App,South,Completed
O006172,C00949,2023-12-23,Online,Northeast,Completed
O006173,C00692,2025-08-17,Retail Store,Midwest,Completed
O006174,C01457,2025-06-08,Online,Midwest,Completed
O006175,C00166,2023-10-13,Online,Midwest,Completed
O006176,C00395,2024-02-19,Retail Store,Northeast,Completed
O006177,C00462,2023-12-25,Mobile App,West,Completed
O006178,C01134,2023-04-19,Online,Midwest,Completed
O006179,C00220,2025-05-29,Mobile App,Northeast,Completed
O006180,C01438,2024-09-11,Mobile App,Midwest,Completed
O006181,C00260,2025-08-09,Online,West,Completed
O006182,C00002,2025-04-08,Online,Northeast,Completed
O006183,C00879,2025-07-18,Mobile App,West,Completed
O006184,C00857,2024-11-14,Marketplace,South,Completed
O006185,C00026,2023-08-23,Marketplace,Northeast,Returned
O006186,C01078,2025-12-29,Marketplace,West,Cancelled
O006187,C00596,2024-09-21,Marketplace,Northeast,Completed
O006188,C01125,2024-09-28,Retail Store,West,Completed
O006189,C00354,2024-01-16,Retail Store,Midwest,Returned
O006190,C00453,2025-10-03,Retail Store,West,Returned
O006191,C01486,2023-03-11,Mobile App,South,Completed
O006192,C00205,2025-09-10,Retail Store,Northeast,Completed
O006193,C01391,2024-12-23,Marketplace,Northeast,Completed
O006194,C01272,2024-12-20,Marketplace,Northeast,Completed
O006195,C00458,2024-03-31,Online,South,Completed
O006196,C00690,2025-10-03,Marketplace,South,Completed
O006197,C00472,2024-12-06,Retail Store,South,Returned
O006198,C00380,2023-02-05,Online,West,Completed
O006199,C00110,2025-04-16,Mobile App,West,Completed
O006200,C01309,2024-12-20,Mobile App,Northeast,Completed
O006201,C00512,2024-02-24,Retail Store,West,Completed
O006202,C00908,2025-12-05,Mobile App,West,Completed
O006203,C01442,2024-06-17,Marketplace,Northeast,Completed
O006204,C00495,2025-10-02,Online,Midwest,Completed
O006205,C01235,2024-09-09,Mobile App,South,Completed
O006206,C00050,2024-09-10,Mobile App,West,Completed
O006207,C01148,2025-05-11,Online,South,Completed
O006208,C00774,2025-12-13,Mobile App,South,Returned
O006209,C00384,2024-04-02,Retail Store,Northeast,Completed
O006210,C00825,2025-08-10,Mobile App,West,Completed
O006211,C00517,2023-08-02,Retail Store,West,Completed
O006212,C00265,2024-11-29,Retail Store,South,Completed
O006213,C00236,2025-11-22,Marketplace,Midwest,Completed
O006214,C00945,2025-01-29,Online,Northeast,Completed
O006215,C00672,2023-10-22,Retail Store,Midwest,Completed
O006216,C01282,2024-10-31,Online,Northeast,Completed
O006217,C01453,2024-06-16,Online,Midwest,Completed
O006218,C01061,2025-12-31,Retail Store,West,Completed
O006219,C00367,2024-05-26,Marketplace,Northeast,Completed
O006220,C00718,2024-04-26,Retail Store,South,Completed
O006221,C00743,2023-09-19,Mobile App,Midwest,Returned
O006222,C00032,2023-09-01,Mobile App,West,Completed
O006223,C00998,2024-09-25,Marketplace,Northeast,Completed
O006224,C00537,2025-04-14,Online,Northeast,Completed
O006225,C01340,2023-08-12,Online,Northeast,Completed
O006226,C01289,2024-03-31,Mobile App,Northeast,Completed
O006227,C01065,2024-04-26,Retail Store,Midwest,Cancelled
O006228,C00276,2023-01-17,Marketplace,Northeast,Completed
O006229,C01429,2025-06-25,Online,West,Completed
O006230,C00399,2025-10-24,Online,Midwest,Completed
O006231,C00556,2025-07-12,Marketplace,Midwest,Returned
O006232,C01346,2023-01-29,Mobile App,Northeast,Completed
O006233,C00536,2023-04-02,Online,West,Completed
O006234,C00068,2024-10-29,Mobile App,Midwest,Completed
O006235,C00660,2025-05-11,Mobile App,Midwest,Completed
O006236,C01075,2025-07-16,Online,South,Completed
O006237,C00860,2025-02-27,Mobile App,Midwest,Completed
O006238,C00748,2023-01-28,Online,Northeast,Completed
O006239,C00015,2025-12-12,Mobile App,Northeast,Returned
O006240,C01119,2025-07-23,Marketplace,South,Completed
O006241,C00105,2023-11-25,Mobile App,South,Completed
O006242,C01170,2023-05-09,Mobile App,West,Completed
O006243,C01327,2025-08-15,Marketplace,West,Completed
O006244,C01428,2023-05-22,Online,Midwest,Cancelled
O006245,C00006,2023-05-02,Mobile App,West,Completed
O006246,C00317,2023-12-08,Marketplace,Midwest,Completed
O006247,C01196,2024-05-01,Mobile App,Midwest,Completed
O006248,C01262,2025-09-25,Retail Store,Midwest,Completed
O006249,C00492,2023-10-16,Retail Store,South,Completed
O006250,C00305,2024-12-14,Mobile App,West,Completed
O006251,C00891,2025-11-22,Online,Northeast,Completed
O006252,C00749,2024-10-19,Mobile App,West,Completed
O006253,C00557,2025-04-18,Online,Northeast,Completed
O006254,C00878,2024-09-01,Marketplace,Northeast,Completed
O006255,C00384,2023-11-18,Marketplace,Northeast,Returned
O006256,C00673,2023-07-16,Retail Store,Midwest,Completed
O006257,C00970,2023-05-26,Mobile App,Northeast,Completed
O006258,C01098,2025-11-22,Marketplace,Midwest,Completed
O006259,C00862,2023-04-01,Mobile App,South,Completed
O006260,C01107,2025-03-25,Online,Midwest,Completed
O006261,C00115,2024-01-15,Online,Northeast,Completed
O006262,C00585,2023-06-14,Mobile App,West,Completed
O006263,C00659,2024-10-21,Mobile App,West,Completed
O006264,C01429,2024-11-07,Retail Store,Midwest,Completed
O006265,C00870,2023-02-20,Online,Midwest,Completed
O006266,C00433,2023-08-16,Marketplace,South,Completed
O006267,C01272,2024-01-19,Retail Store,Midwest,Completed
O006268,C00707,2023-01-10,Online,South,Completed
O006269,C00632,2025-07-07,Retail Store,South,Completed
O006270,C01412,2025-01-06,Marketplace,West,Completed
O006271,C00993,2025-12-26,Retail Store,West,Completed
O006272,C00683,2023-04-22,Marketplace,South,Completed
O006273,C01382,2023-03-02,Online,Northeast,Completed
O006274,C01286,2025-07-31,Online,Midwest,Completed
O006275,C01389,2023-10-03,Mobile App,Northeast,Completed
O006276,C00936,2025-09-03,Mobile App,Midwest,Completed
O006277,C01027,2025-06-05,Marketplace,South,Returned
O006278,C00711,2025-01-07,Mobile App,Midwest,Completed
O006279,C01108,2024-10-25,Retail Store,West,Completed
O006280,C01076,2024-07-01,Mobile App,West,Completed
O006281,C00229,2025-11-10,Mobile App,West,Completed
O006282,C00830,2024-12-22,Retail Store,Midwest,Completed
O006283,C01274,2024-08-08,Retail Store,West,Completed
O006284,C00590,2025-11-07,Marketplace,Midwest,Completed
O006285,C00073,2024-09-29,Retail Store,Midwest,Completed
O006286,C00083,2024-02-06,Marketplace,West,Completed
O006287,C01071,2023-08-05,Online,Northeast,Completed
O006288,C00746,2024-02-10,Retail Store,West,Completed
O006289,C01363,2023-12-31,Mobile App,Northeast,Returned
O006290,C00157,2023-11-07,Marketplace,Midwest,Completed
O006291,C01065,2023-06-28,Online,Northeast,Completed
O006292,C01428,2025-02-11,Marketplace,West,Completed
O006293,C00541,2025-02-15,Online,Northeast,Completed
O006294,C00204,2023-11-14,Retail Store,West,Completed
O006295,C00518,2024-07-09,Mobile App,West,Completed
O006296,C01428,2025-09-09,Mobile App,West,Completed
O006297,C01435,2025-03-11,Marketplace,Northeast,Completed
O006298,C01106,2024-10-09,Retail Store,Northeast,Completed
O006299,C00333,2025-04-28,Online,Midwest,Completed
O006300,C00658,2023-03-16,Mobile App,Northeast,Completed
O006301,C00759,2025-05-09,Retail Store,Northeast,Completed
O006302,C01287,2023-05-08,Retail Store,South,Completed
O006303,C01174,2025-06-23,Retail Store,West,Completed
O006304,C00852,2023-07-12,Online,South,Completed
O006305,C00430,2024-05-10,Online,West,Completed
O006306,C01191,2024-05-10,Retail Store,Midwest,Completed
O006307,C01194,2024-06-19,Mobile App,Midwest,Completed
O006308,C00371,2025-11-23,Retail Store,Northeast,Completed
O006309,C00785,2023-06-08,Mobile App,Northeast,Completed
O006310,C00211,2024-03-01,Retail Store,Midwest,Completed
O006311,C00275,2025-04-23,Marketplace,South,Completed
O006312,C00526,2023-07-24,Online,West,Completed
O006313,C00006,2023-04-02,Marketplace,West,Completed
O006314,C00426,2024-07-14,Retail Store,South,Completed
O006315,C00504,2025-02-07,Retail Store,South,Completed
O006316,C01214,2025-04-06,Marketplace,South,Completed
O006317,C01477,2023-07-13,Online,Midwest,Completed
O006318,C00196,2024-04-11,Marketplace,Midwest,Completed
O006319,C00090,2025-02-19,Retail Store,Midwest,Completed
O006320,C00348,2024-09-30,Marketplace,Midwest,Completed
O006321,C00589,2024-05-18,Marketplace,Midwest,Completed
O006322,C01484,2023-03-14,Retail Store,Midwest,Completed
O006323,C00158,2023-04-04,Online,West,Completed
O006324,C00749,2023-01-09,Mobile App,Midwest,Completed
O006325,C00549,2023-12-05,Online,South,Completed
O006326,C01152,2025-02-05,Mobile App,West,Completed
O006327,C00492,2025-01-02,Retail Store,West,Completed
O006328,C00430,2023-11-12,Marketplace,Midwest,Completed
O006329,C00708,2023-03-28,Retail Store,Northeast,Returned
O006330,C00944,2024-02-19,Mobile App,Northeast,Completed
O006331,C00623,2024-08-14,Retail Store,Northeast,Returned
O006332,C00932,2023-02-23,Retail Store,Northeast,Completed
O006333,C00662,2025-03-13,Online,Midwest,Completed
O006334,C01458,2025-03-23,Mobile App,West,Completed
O006335,C00517,2024-01-08,Mobile App,Northeast,Completed
O006336,C00077,2023-05-12,Marketplace,Northeast,Completed
O006337,C00782,2023-07-26,Mobile App,South,Completed
O006338,C01472,2023-07-06,Mobile App,Midwest,Cancelled
O006339,C00223,2023-11-12,Mobile App,West,Completed
O006340,C00553,2025-04-22,Online,Northeast,Completed
O006341,C00611,2024-08-11,Mobile App,Midwest,Completed
O006342,C00589,2023-11-16,Mobile App,South,Completed
O006343,C00056,2023-04-25,Online,Northeast,Completed
O006344,C00543,2023-12-17,Mobile App,South,Completed
O006345,C01463,2025-09-27,Mobile App,Northeast,Completed
O006346,C00239,2024-10-22,Marketplace,West,Completed
O006347,C00836,2024-07-28,Marketplace,Midwest,Completed
O006348,C01188,2025-07-19,Retail Store,West,Completed
O006349,C01131,2024-07-17,Mobile App,Northeast,Completed
O006350,C00504,2023-04-21,Mobile App,West,Completed
O006351,C01478,2024-01-20,Retail Store,Northeast,Completed
O006352,C00142,2023-12-02,Marketplace,West,Returned
O006353,C00384,2024-02-10,Mobile App,West,Completed
O006354,C00932,2025-08-21,Mobile App,West,Completed
O006355,C01030,2024-09-07,Mobile App,South,Completed
O006356,C00382,2023-11-24,Mobile App,South,Completed
O006357,C00404,2024-02-08,Retail Store,Northeast,Completed
O006358,C00789,2024-11-22,Mobile App,Northeast,Completed
O006359,C01473,2024-08-19,Online,Northeast,Completed
O006360,C00694,2023-12-18,Mobile App,Midwest,Cancelled
O006361,C00795,2024-05-30,Marketplace,Midwest,Completed
O006362,C01429,2024-03-27,Retail Store,South,Returned
O006363,C01317,2024-01-23,Marketplace,South,Completed
O006364,C01133,2024-02-07,Mobile App,Midwest,Completed
O006365,C01279,2025-11-07,Online,Midwest,Completed
O006366,C00497,2023-02-14,Online,Midwest,Completed
O006367,C00741,2024-11-27,Retail Store,West,Cancelled
O006368,C00265,2024-12-08,Mobile App,West,Completed
O006369,C00012,2024-01-27,Marketplace,Northeast,Completed
O006370,C01235,2023-05-24,Retail Store,West,Completed
O006371,C00956,2025-07-23,Retail Store,Midwest,Completed
O006372,C00752,2024-07-04,Marketplace,South,Completed
O006373,C01362,2025-02-19,Mobile App,South,Returned
O006374,C00682,2023-01-02,Mobile App,South,Completed
O006375,C00227,2024-06-25,Online,Northeast,Completed
O006376,C00365,2024-12-28,Retail Store,West,Completed
O006377,C00862,2025-04-15,Online,West,Returned
O006378,C00642,2024-06-27,Marketplace,Northeast,Completed
O006379,C00547,2024-02-15,Mobile App,West,Completed
O006380,C01465,2024-10-27,Mobile App,South,Completed
O006381,C00836,2024-04-05,Online,South,Completed
O006382,C00980,2023-05-01,Online,South,Completed
O006383,C00246,2024-06-29,Online,South,Completed
O006384,C01333,2025-04-22,Online,South,Completed
O006385,C01489,2025-01-17,Online,South,Completed
O006386,C00823,2025-01-14,Retail Store,South,Completed
O006387,C00891,2025-08-07,Marketplace,Northeast,Completed
O006388,C00335,2024-08-17,Marketplace,Midwest,Completed
O006389,C01350,2023-03-17,Online,West,Completed
O006390,C00076,2023-03-23,Online,Northeast,Cancelled
O006391,C00762,2024-08-16,Marketplace,Northeast,Completed
O006392,C00231,2023-09-21,Marketplace,Northeast,Completed
O006393,C00573,2023-02-10,Retail Store,Northeast,Completed
O006394,C00348,2023-05-07,Mobile App,West,Completed
O006395,C00064,2024-08-23,Retail Store,South,Completed
O006396,C00116,2025-04-28,Retail Store,Midwest,Completed
O006397,C01403,2023-03-24,Mobile App,Midwest,Completed
O006398,C00181,2023-01-20,Retail Store,South,Completed
O006399,C00793,2024-10-10,Marketplace,Northeast,Completed
O006400,C00548,2025-01-02,Online,Northeast,Completed
O006401,C00826,2023-05-28,Online,Midwest,Completed
O006402,C00972,2023-09-27,Online,West,Completed
O006403,C00236,2024-04-16,Online,West,Completed
O006404,C00357,2023-06-12,Marketplace,West,Completed
O006405,C00540,2025-01-27,Online,South,Completed
O006406,C00022,2025-05-13,Retail Store,Midwest,Completed
O006407,C00713,2024-01-18,Mobile App,Midwest,Completed
O006408,C01023,2025-10-14,Online,South,Completed
O006409,C00066,2023-10-25,Retail Store,Midwest,Completed
O006410,C00041,2023-12-29,Marketplace,Midwest,Completed
O006411,C00651,2025-05-27,Mobile App,South,Completed
O006412,C01193,2023-07-23,Mobile App,Northeast,Completed
O006413,C00121,2023-07-21,Online,Midwest,Completed
O006414,C00338,2025-10-31,Marketplace,Northeast,Completed
O006415,C01058,2023-10-05,Marketplace,South,Completed
O006416,C01455,2023-06-07,Retail Store,Midwest,Completed
O006417,C00611,2024-06-26,Retail Store,South,Completed
O006418,C01321,2025-05-23,Mobile App,Midwest,Completed
O006419,C00896,2025-06-06,Retail Store,West,Completed
O006420,C00144,2023-03-18,Mobile App,Midwest,Completed
O006421,C00556,2025-08-17,Mobile App,South,Completed
O006422,C01359,2025-10-16,Marketplace,South,Completed
O006423,C00007,2023-01-24,Mobile App,West,Completed
O006424,C00171,2024-04-01,Mobile App,Midwest,Completed
O006425,C01181,2024-12-28,Mobile App,West,Completed
O006426,C00172,2025-06-04,Marketplace,West,Completed
O006427,C01208,2025-07-02,Retail Store,South,Completed
O006428,C00119,2025-02-20,Marketplace,West,Completed
O006429,C00041,2023-08-15,Retail Store,Northeast,Completed
O006430,C00801,2024-01-05,Marketplace,West,Completed
O006431,C00469,2025-12-18,Mobile App,West,Completed
O006432,C00802,2024-12-10,Marketplace,Northeast,Completed
O006433,C00018,2025-10-07,Retail Store,West,Completed
O006434,C00696,2023-02-24,Online,Northeast,Completed
O006435,C00853,2024-03-22,Mobile App,Northeast,Completed
O006436,C00720,2025-10-31,Retail Store,Northeast,Returned
O006437,C01199,2024-09-30,Retail Store,Northeast,Completed
O006438,C00856,2024-06-19,Online,South,Completed
O006439,C00902,2024-01-04,Marketplace,Northeast,Completed
O006440,C00636,2025-10-30,Mobile App,Northeast,Completed
O006441,C00275,2023-01-30,Online,South,Completed
O006442,C00980,2023-07-11,Marketplace,Northeast,Completed
O006443,C00386,2023-03-25,Marketplace,Midwest,Completed
O006444,C00913,2023-08-04,Retail Store,Midwest,Completed
O006445,C01272,2023-09-28,Retail Store,South,Completed
O006446,C00406,2025-03-17,Online,Northeast,Completed
O006447,C00738,2025-05-29,Marketplace,West,Completed
O006448,C00154,2024-02-21,Retail Store,Midwest,Completed
O006449,C00414,2025-10-08,Mobile App,Midwest,Completed
O006450,C00939,2023-12-16,Online,Northeast,Completed
O006451,C01106,2024-02-29,Online,West,Completed
O006452,C00012,2024-05-25,Mobile App,South,Completed
O006453,C00020,2023-07-18,Online,West,Completed
O006454,C00234,2025-12-01,Marketplace,Midwest,Completed
O006455,C00534,2025-10-18,Retail Store,West,Completed
O006456,C01209,2024-07-28,Retail Store,South,Completed
O006457,C00890,2025-03-27,Mobile App,Northeast,Completed
O006458,C00271,2025-08-12,Marketplace,West,Completed
O006459,C01484,2023-03-19,Marketplace,South,Completed
O006460,C00729,2024-09-11,Retail Store,West,Returned
O006461,C00785,2025-12-22,Marketplace,Midwest,Completed
O006462,C01370,2024-03-20,Marketplace,South,Completed
O006463,C00361,2023-05-10,Mobile App,Northeast,Completed
O006464,C01309,2025-04-20,Retail Store,Northeast,Completed
O006465,C00475,2024-04-04,Marketplace,West,Completed
O006466,C00898,2023-05-07,Retail Store,Midwest,Completed
O006467,C00804,2024-09-18,Mobile App,West,Completed
O006468,C01456,2024-06-06,Online,South,Returned
O006469,C01101,2023-12-06,Retail Store,West,Completed
O006470,C00650,2025-03-29,Online,Northeast,Completed
O006471,C00874,2023-11-23,Marketplace,Northeast,Completed
O006472,C00091,2025-12-07,Online,West,Completed
O006473,C01029,2025-11-01,Mobile App,West,Completed
O006474,C00739,2025-01-26,Mobile App,West,Completed
O006475,C01439,2024-11-06,Online,Midwest,Completed
O006476,C00037,2024-08-26,Mobile App,Midwest,Completed
O006477,C00520,2024-02-01,Marketplace,South,Cancelled
O006478,C00528,2023-02-16,Retail Store,Northeast,Completed
O006479,C01240,2023-03-31,Marketplace,South,Cancelled
O006480,C00158,2024-01-11,Retail Store,South,Completed
O006481,C00955,2025-09-08,Online,Northeast,Completed
O006482,C01058,2025-12-15,Marketplace,West,Completed
O006483,C00489,2023-05-08,Retail Store,South,Completed
O006484,C01235,2025-12-16,Retail Store,South,Completed
O006485,C00409,2025-11-06,Marketplace,South,Completed
O006486,C00297,2025-10-03,Retail Store,Midwest,Completed
O006487,C00410,2023-09-30,Retail Store,Northeast,Completed
O006488,C01042,2023-04-24,Marketplace,West,Completed
O006489,C00071,2024-11-15,Retail Store,Northeast,Completed
O006490,C01461,2025-09-18,Online,West,Completed
O006491,C00445,2025-07-15,Marketplace,South,Cancelled
O006492,C00174,2025-08-24,Retail Store,Midwest,Completed
O006493,C00307,2025-06-08,Retail Store,South,Completed
O006494,C01433,2024-07-17,Retail Store,South,Completed
O006495,C00909,2024-12-01,Mobile App,Northeast,Completed
O006496,C00416,2025-10-11,Online,West,Completed
O006497,C00164,2025-03-11,Marketplace,Northeast,Completed
O006498,C00053,2025-02-12,Online,Midwest,Completed
O006499,C01386,2024-11-01,Mobile App,West,Completed
O006500,C00914,2025-05-23,Mobile App,South,Returned
O006501,C00981,2025-08-28,Marketplace,West,Completed
O006502,C00965,2024-04-04,Online,Midwest,Completed
O006503,C00559,2024-01-31,Online,West,Completed
O006504,C00730,2023-12-01,Marketplace,West,Completed
O006505,C00981,2024-04-01,Retail Store,West,Completed
O006506,C01381,2024-05-30,Retail Store,Midwest,Completed
O006507,C01240,2025-11-10,Marketplace,South,Completed
O006508,C01345,2024-04-30,Retail Store,West,Completed
O006509,C00898,2023-04-11,Online,Midwest,Completed
O006510,C00734,2025-10-10,Mobile App,West,Cancelled
O006511,C01152,2023-01-23,Marketplace,Northeast,Completed
O006512,C00128,2023-12-03,Retail Store,West,Completed
O006513,C01064,2024-11-09,Marketplace,South,Completed
O006514,C00556,2025-11-26,Retail Store,South,Completed
O006515,C01125,2025-08-12,Retail Store,South,Completed
O006516,C00125,2023-12-28,Mobile App,Midwest,Cancelled
O006517,C00618,2024-06-15,Marketplace,Northeast,Completed
O006518,C00821,2023-04-06,Mobile App,West,Completed
O006519,C00340,2023-12-23,Retail Store,West,Completed
O006520,C00913,2023-08-17,Marketplace,Midwest,Completed
O006521,C00833,2023-06-24,Online,Midwest,Completed
O006522,C00434,2023-05-14,Marketplace,West,Completed
O006523,C00405,2024-04-25,Online,West,Completed
O006524,C01166,2024-03-17,Online,Northeast,Completed
O006525,C00348,2023-09-04,Retail Store,West,Completed
O006526,C00983,2025-12-06,Marketplace,West,Completed
O006527,C00369,2025-10-25,Retail Store,South,Cancelled
O006528,C00528,2024-01-07,Marketplace,South,Cancelled
O006529,C00087,2025-05-17,Marketplace,West,Completed
O006530,C01063,2023-07-08,Retail Store,Midwest,Completed
O006531,C01417,2025-07-23,Mobile App,Midwest,Completed
O006532,C00054,2023-11-06,Mobile App,Northeast,Completed
O006533,C00515,2025-06-23,Retail Store,South,Cancelled
O006534,C00135,2025-09-06,Retail Store,Northeast,Completed
O006535,C00136,2024-01-16,Online,South,Completed
O006536,C01237,2025-06-29,Online,Northeast,Completed
O006537,C01338,2025-07-23,Marketplace,West,Completed
O006538,C00200,2023-08-28,Marketplace,South,Completed
O006539,C00396,2024-05-14,Marketplace,South,Completed
O006540,C00457,2024-10-22,Retail Store,Northeast,Completed
O006541,C00068,2023-12-25,Online,Northeast,Returned
O006542,C00671,2025-04-06,Online,West,Completed
O006543,C00966,2025-01-03,Online,West,Completed
O006544,C00739,2025-09-10,Marketplace,Northeast,Completed
O006545,C00383,2025-01-27,Online,South,Completed
O006546,C00628,2024-03-19,Retail Store,Midwest,Returned
O006547,C00965,2024-01-31,Mobile App,West,Completed
O006548,C01371,2025-05-08,Retail Store,Midwest,Completed
O006549,C00063,2025-11-05,Marketplace,Northeast,Completed
O006550,C00919,2023-09-28,Mobile App,West,Completed
O006551,C00563,2025-02-11,Mobile App,Northeast,Completed
O006552,C00157,2023-10-28,Online,South,Completed
O006553,C00436,2025-07-04,Retail Store,Midwest,Completed
O006554,C01180,2023-12-14,Mobile App,Northeast,Completed
O006555,C00284,2023-09-01,Online,Northeast,Completed
O006556,C01204,2025-10-31,Online,South,Completed
O006557,C00611,2025-01-22,Marketplace,Midwest,Completed
O006558,C01051,2023-05-05,Online,West,Completed
O006559,C00670,2023-03-05,Retail Store,Northeast,Completed
O006560,C00243,2023-06-12,Retail Store,South,Completed
O006561,C01011,2023-01-02,Retail Store,Midwest,Completed
O006562,C00705,2023-08-09,Retail Store,Northeast,Completed
O006563,C01400,2023-09-24,Marketplace,Northeast,Returned
O006564,C01234,2025-02-15,Online,Northeast,Completed
O006565,C00650,2025-09-30,Mobile App,West,Cancelled
O006566,C00815,2024-09-11,Online,South,Cancelled
O006567,C01065,2023-06-02,Online,West,Completed
O006568,C00037,2024-03-19,Marketplace,West,Completed
O006569,C01342,2025-01-15,Retail Store,South,Completed
O006570,C00007,2023-09-16,Marketplace,Northeast,Completed
O006571,C01292,2024-11-16,Online,South,Completed
O006572,C00354,2024-12-05,Retail Store,West,Cancelled
O006573,C01221,2023-02-05,Marketplace,Midwest,Completed
O006574,C00730,2024-11-07,Online,Midwest,Completed
O006575,C01470,2024-03-06,Retail Store,South,Completed
O006576,C00205,2025-07-11,Online,Midwest,Completed
O006577,C01161,2025-01-26,Online,South,Completed
O006578,C00820,2023-05-31,Marketplace,West,Completed
O006579,C00149,2025-01-07,Retail Store,South,Completed
O006580,C00535,2025-02-14,Mobile App,Northeast,Completed
O006581,C01055,2023-01-29,Mobile App,Northeast,Returned
O006582,C01053,2024-10-26,Mobile App,West,Completed
O006583,C00980,2023-04-03,Online,South,Completed
O006584,C00106,2023-06-19,Retail Store,South,Completed
O006585,C01064,2025-04-18,Retail Store,Midwest,Completed
O006586,C01129,2024-05-31,Online,West,Completed
O006587,C01416,2023-02-15,Online,Midwest,Completed
O006588,C01134,2023-04-28,Online,Northeast,Completed
O006589,C01013,2025-03-02,Online,Northeast,Completed
O006590,C01492,2025-01-02,Online,Midwest,Completed
O006591,C01363,2023-10-04,Retail Store,South,Completed
O006592,C00339,2024-08-05,Retail Store,Midwest,Completed
O006593,C00662,2025-02-27,Retail Store,South,Completed
O006594,C01359,2023-07-27,Marketplace,South,Completed
O006595,C00683,2023-09-22,Mobile App,Northeast,Completed
O006596,C00227,2025-06-02,Online,Northeast,Completed
O006597,C00514,2024-04-24,Online,South,Completed
O006598,C00157,2023-10-05,Mobile App,West,Completed
O006599,C01058,2025-04-25,Online,Midwest,Completed
O006600,C00158,2023-05-04,Online,Northeast,Completed
O006601,C00860,2023-02-16,Marketplace,Northeast,Completed
O006602,C01333,2025-01-25,Marketplace,West,Completed
O006603,C01035,2024-01-29,Retail Store,West,Completed
O006604,C00359,2025-03-16,Online,South,Completed
O006605,C00410,2023-04-25,Online,Midwest,Completed
O006606,C00332,2023-01-16,Online,Midwest,Completed
O006607,C00913,2023-11-09,Marketplace,Midwest,Completed
O006608,C00379,2025-10-24,Marketplace,West,Returned
O006609,C01194,2023-04-14,Online,Midwest,Returned
O006610,C00765,2025-08-01,Retail Store,Northeast,Completed
O006611,C00343,2025-01-01,Marketplace,Midwest,Completed
O006612,C00197,2023-10-15,Marketplace,South,Completed
O006613,C01075,2023-10-17,Marketplace,Midwest,Completed
O006614,C01359,2025-12-31,Mobile App,Northeast,Completed
O006615,C00787,2025-07-28,Retail Store,South,Completed
O006616,C00299,2024-05-14,Online,Midwest,Completed
O006617,C00501,2025-10-01,Online,Northeast,Returned
O006618,C01478,2025-02-16,Retail Store,South,Completed
O006619,C00134,2023-10-11,Mobile App,Midwest,Completed
O006620,C00869,2023-05-15,Retail Store,Midwest,Completed
O006621,C00953,2024-07-31,Marketplace,South,Completed
O006622,C00688,2023-02-26,Mobile App,Midwest,Completed
O006623,C01353,2025-08-29,Mobile App,Northeast,Completed
O006624,C01276,2025-08-13,Marketplace,West,Completed
O006625,C01426,2025-11-27,Mobile App,West,Completed
O006626,C00160,2025-06-12,Online,Midwest,Completed
O006627,C00594,2025-07-06,Marketplace,West,Completed
O006628,C00446,2025-04-05,Marketplace,South,Returned
O006629,C00218,2025-06-26,Retail Store,Northeast,Completed
O006630,C00263,2024-12-30,Online,South,Completed
O006631,C01500,2025-09-17,Retail Store,Northeast,Returned
O006632,C00483,2025-01-26,Mobile App,South,Completed
O006633,C00435,2024-09-15,Online,South,Cancelled
O006634,C00832,2023-06-02,Marketplace,West,Completed
O006635,C00082,2025-04-26,Marketplace,West,Completed
O006636,C00140,2025-12-15,Online,Midwest,Completed
O006637,C00492,2025-07-18,Online,South,Completed
O006638,C01057,2024-10-21,Marketplace,Midwest,Completed
O006639,C00365,2024-03-06,Retail Store,West,Completed
O006640,C01190,2024-08-07,Mobile App,West,Completed
O006641,C00710,2025-08-03,Online,West,Completed
O006642,C00139,2025-07-30,Marketplace,Northeast,Completed
O006643,C00124,2024-07-25,Mobile App,Northeast,Completed
O006644,C00349,2025-11-08,Retail Store,Midwest,Completed
O006645,C00799,2024-02-24,Marketplace,West,Completed
O006646,C00240,2025-03-24,Online,West,Completed
O006647,C01004,2023-05-19,Marketplace,South,Completed
O006648,C00591,2025-07-01,Marketplace,West,Completed
O006649,C01435,2024-08-20,Mobile App,Midwest,Completed
O006650,C01312,2024-05-11,Online,Northeast,Completed
O006651,C00438,2024-08-06,Retail Store,Northeast,Completed
O006652,C01356,2024-12-21,Marketplace,Midwest,Completed
O006653,C01232,2023-03-03,Online,West,Completed
O006654,C01293,2023-04-24,Retail Store,Midwest,Completed
O006655,C00994,2023-02-10,Mobile App,Northeast,Returned
O006656,C00965,2023-08-02,Mobile App,South,Completed
O006657,C01177,2023-08-11,Retail Store,South,Completed
O006658,C00752,2024-06-13,Retail Store,Northeast,Completed
O006659,C00215,2023-11-29,Marketplace,Midwest,Completed
O006660,C00657,2024-12-28,Mobile App,West,Completed
